Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
54,0083-7,Z-x3kXiyOFc,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"Why does the daughter enter the room several times?
A. To announce the pet dog.
B. To show excitement about the pet.
C. To emphasize cultural differences.
D. To check if her mother is two-faced about the dog.",43.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Z-x3kXiyOFc,"```python
[
    ""What is the context of the daughter's actions in the video?"",
    ""What does the daughter say or do when she enters the room?"",
    ""What is the mother's reaction to the daughter's entries?"",
    ""Is there any mention of a pet dog in the video?"",
    ""What emotions does the daughter display when entering the room?"",
    ""Are there any cultural references made in the video?"",
    ""What is the overall theme or message of the video regarding the pet dog?""
]
```"
55,0099-0,aUDYWYqtAR4,Primary Open-ended Question,Event Counting,How many zoomed-in close-ups are there throughout the video?,59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aUDYWYqtAR4,"```python
[
    'How many zoomed-in close-up shots are present in the video?',
    'At what points in the video do the zoomed-in close-ups occur?',
    'What subjects or objects are featured in the zoomed-in close-ups?',
    'Are there any distinguishing features or characteristics of the zoomed-in close-ups?'
]
```"
56,0099-1,aUDYWYqtAR4,Paraphrased Open-ended Question,Event Counting,What is the total number of zoomed-in close-ups in the video?,59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aUDYWYqtAR4,"```python
[
    'How many zoomed-in close-ups are present in the video?',
    'What is the duration of each zoomed-in close-up?',
    'Are there any specific scenes where zoomed-in close-ups are more frequent?',
    'What is the context or subject of each zoomed-in close-up?',
    'Are there any transitions or effects used during the zoomed-in close-ups?'
]
```"
57,0099-2,aUDYWYqtAR4,Correctly-led Open-ended Question,Event Counting,"Are there two zoomed-in close-ups in the video, focusing on the geometric pattern?",59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aUDYWYqtAR4,"```python
[
    ""How many zoomed-in close-ups are present in the video?"",
    ""What geometric patterns are shown in the zoomed-in close-ups?"",
    ""Are both zoomed-in close-ups focusing on the same geometric pattern?"",
    ""Is there any other content in the video that features geometric patterns?""
]
```"
58,0099-3,aUDYWYqtAR4,Wrongly-led Open-ended Question,Event Counting,Does the video contain 10 zoomed-in close-ups of the geometric pattern?,59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aUDYWYqtAR4,"```python
[
    'How many zoomed-in close-ups of the geometric pattern are present in the video?',
    'What is the nature of the geometric pattern shown in the video?',
    'Are the close-ups clearly defined and focused on the geometric pattern?',
    'Is there any other content in the video that might distract from the geometric pattern?'
]
```"
59,0099-7,aUDYWYqtAR4,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many zoomed-in close-ups are there in the video?
A. 2
B. 4
C. 3
D. 1",59.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/aUDYWYqtAR4,"```python
[
    'How many zoomed-in close-ups are present in the video?',
    'Can you identify each zoomed-in close-up in the video?',
    'What is the total count of zoomed-in close-ups identified in the video?'
]
```"
60,0101-0,FdkXmy42Qv8,Primary Open-ended Question,Event Localization,In which sequence of location does the man teleport in the video?,24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8,"```python
[
    'What locations does the man teleport to in the video?',
    'In what order does the man teleport to these locations?',
    'Are there any visual cues or indicators that show the sequence of teleportation?',
    'Is there any context or narrative in the video that explains the teleportation sequence?'
]
```"
61,0101-1,FdkXmy42Qv8,Paraphrased Open-ended Question,Event Localization,What is the order of locations where the man appears after teleporting in the video?,24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8,"```python
[
    'How many times does the man teleport in the video?',
    'What are the locations where the man appears before teleporting?',
    'What are the locations where the man appears after each teleport?',
    'In what sequence do the locations appear after each teleport?',
    'Is there any visual indication of the teleportation process in the video?'
]
```"
62,0101-2,FdkXmy42Qv8,Correctly-led Open-ended Question,Event Localization,"Does the man teleport to the bookshelf, couch, cardboard box, and then back under the blanket in the video?",24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8,"```python
[
    'What is the initial position of the man in the video?',
    'What is the position of the man when he is at the bookshelf?',
    'What is the position of the man when he is at the couch?',
    'What is the position of the man when he is at the cardboard box?',
    'What is the final position of the man when he is back under the blanket?',
    'Are there any visual indicators of teleportation in the video?',
    'Is there a sequence of movements that suggests teleportation?',
    'What are the transitions between each of the mentioned locations?'
]
```"
63,0101-3,FdkXmy42Qv8,Wrongly-led Open-ended Question,Event Localization,"In the video, does the man first teleport to the bookshelf, then to the cardboard box, then to the couch, and finally return to under the blanket?",24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8,"```python
[
    'What is the initial position of the man in the video?',
    'What is the first location the man teleports to?',
    'What is the second location the man teleports to?',
    'What is the third location the man teleports to?',
    'What is the final location the man teleports to?',
    'Does the man return to his initial position under the blanket after the last teleportation?'
]
```"
