,Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
57,57,0099-2,aUDYWYqtAR4,Correctly-led Open-ended Question,Event Counting,"Are there two zoomed-in close-ups in the video, focusing on the geometric pattern?",59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aUDYWYqtAR4,"['How many zoomed-in close-ups are present in the video?', 'What geometric patterns are shown in the zoomed-in close-ups?', 'Are there any other types of shots in the video that are not close-ups?', 'What is the significance of the geometric pattern in the context of the video?']"
58,58,0099-3,aUDYWYqtAR4,Wrongly-led Open-ended Question,Event Counting,Does the video contain 10 zoomed-in close-ups of the geometric pattern?,59.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aUDYWYqtAR4,"['How many zoomed-in close-ups of the geometric pattern are present in the video?', 'What is the nature of the geometric pattern shown in the video?', 'Are the close-ups clearly defined as zoomed-in shots?', 'Is there any other content in the video that might affect the count of close-ups?']"
59,59,0099-7,aUDYWYqtAR4,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many zoomed-in close-ups are there in the video?
A. 2
B. 4
C. 3
D. 1",59.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/aUDYWYqtAR4,"['How many zoomed-in close-ups are present in the video?', 'What is the total number of close-ups in the video?', 'Are there any scenes that feature zoomed-in close-ups?', 'Can you identify the specific moments in the video where close-ups occur?', 'How do the close-ups compare to other types of shots in the video?']"
60,60,0101-0,FdkXmy42Qv8,Primary Open-ended Question,Event Localization,In which sequence of location does the man teleport in the video?,24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8,"['What locations does the man teleport to in the video?', 'In what order does the man teleport to these locations?', 'Are there any visual cues or indicators that show the sequence of teleportation?', 'Is there any context or narrative in the video that explains the teleportation sequence?']"
61,61,0101-1,FdkXmy42Qv8,Paraphrased Open-ended Question,Event Localization,What is the order of locations where the man appears after teleporting in the video?,24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8,"['What is the first location where the man appears after teleporting?', 'What is the second location where the man appears after teleporting?', 'What is the third location where the man appears after teleporting?', 'Are there any additional locations where the man appears after teleporting?', 'What is the sequence of these locations?', 'Is there any visual indication of teleportation in the video?']"
62,62,0101-2,FdkXmy42Qv8,Correctly-led Open-ended Question,Event Localization,"Does the man teleport to the bookshelf, couch, cardboard box, and then back under the blanket in the video?",24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8,"['What is the initial position of the man in the video?', 'What is the position of the man when he is at the bookshelf?', 'What is the position of the man when he is at the couch?', 'What is the position of the man when he is at the cardboard box?', 'What is the final position of the man when he is back under the blanket?', 'Is there any indication of teleportation in the transitions between these positions?']"
63,63,0101-3,FdkXmy42Qv8,Wrongly-led Open-ended Question,Event Localization,"In the video, does the man first teleport to the bookshelf, then to the cardboard box, then to the couch, and finally return to under the blanket?",24.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FdkXmy42Qv8,"['What is the initial position of the man in the video?', 'What is the first location the man teleports to?', 'What is the second location the man teleports to?', 'What is the third location the man teleports to?', 'What is the final location the man teleports to?', 'Does the man return to his initial position under the blanket?']"
64,64,0101-7,FdkXmy42Qv8,Multiple-choice Question with a Single Correct Answer,Event Localization,"In which sequence of location does the man teleport in the video?
A. Bookshelf, Couch, Blanket, Cardboard Box
B. Bookshelf, Couch, Cardboard Box, Blanket
C. Bookshelf, Couch, Cardboard Box, Door
D. Couch, Bookshelf, Cardboard Box, Blanket",24.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/FdkXmy42Qv8,"['What locations does the man teleport to in the video?', 'In what order does the man teleport to each location?', 'Does the sequence of teleportation match any of the provided options (A, B, C, D, E)?']"
65,65,0113-0,2uuLeoxlZOo,Primary Open-ended Question,Event Counting,How many buildings are demolished throughout the video?,59.54,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/2uuLeoxlZOo,"['How many buildings are shown in the video?', 'At what points in the video are the buildings demolished?', 'Are there any buildings that are partially demolished or not demolished at all?', 'What is the context or reason for the demolitions shown in the video?']"
66,66,0113-1,2uuLeoxlZOo,Paraphrased Open-ended Question,Event Counting,What is the total number of buildings that are taken down in the video?,59.54,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/2uuLeoxlZOo,"['How many buildings are shown in the video?', 'Which buildings are taken down in the video?', 'What is the sequence of events related to the buildings being taken down?', 'Are there any buildings that are partially taken down or damaged?', 'Is there any commentary or text in the video that indicates the total number of buildings taken down?']"
67,67,0113-2,2uuLeoxlZOo,Correctly-led Open-ended Question,Event Counting,Are two buildings demolished in the video?,59.54,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/2uuLeoxlZOo,"['How many buildings are present in the video?', 'What actions are being performed on the buildings in the video?', 'Are there any scenes showing buildings being demolished?', 'What is the condition of the buildings at the beginning and end of the video?']"
